Id	WT30_a	WT30_b	WT30_c	WT37_a	WT37_b	WT37_c	norm.WT30_a	norm.WT30_b	norm.WT30_c	norm.WT37_a	norm.WT37_b	norm.WT37_c	baseMean	WT	WT37	FoldChange	log2FoldChange	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks
CNAG_02323	3393	2310	2625	1419	2005	2838	3393	2310	2625	1419	2005	2838	2431.67	2776	2087	0.752	-0.411	0.31098896329066	0.999999471897794	0.0779	0.142	0.1184	0.1184	TRUE	0.4091
CNAG_02324	2031	1061	1126	1155	1599	2216	2031	1061	1126	1155	1599	2216	1531.33	1406	1657	1.178	0.237	0.583426010481089	0.999999471897794	0.1165	0.1429	0.1336	0.1336	TRUE	0.4319
CNAG_02325	2019	1052	1000	1436	852	1025	2019	1052	1000	1436	852	1025	1230.67	1357	1104	0.814	-0.297	0.489874650297941	0.999999471897794	0.1226	0.1434	0.1327	0.1327	TRUE	2.1908
CNAG_02326	14755	7639	7282	9821	6164	8897	14755	7639	7282	9821	6164	8897	9093	9892	8294	0.838	-0.254	0.54866729550039	0.999999471897794	0.1126	0.141	0.1293	0.1293	TRUE	2.26
CNAG_02327	5500	3280	3533	2416	2480	3319	5500	3280	3533	2416	2480	3319	3421.33	4104	2738	0.667	-0.584	0.135122857095328	0.992485290452221	0.0603	0.1416	0.1097	0.1097	TRUE	1.0775
CNAG_02328	3074	2439	2897	1779	4426	7103	3074	2439	2897	1779	4426	7103	3619.67	2803	4436	1.582	0.662	0.169403333549312	0.999999471897794	0.2178	0.1416	0.167	0.167	TRUE	0.1243
CNAG_02330	56990	29944	30656	34011	37583	46709	56990	29944	30656	34011	37583	46709	39315.5	39197	39434	1.006	0.009	0.982904710210405	0.999999471897794	0.0726	0.1407	0.1194	0.1194	TRUE	1.9307
CNAG_02331	108122	58952	66064	59800	57317	81275	108122	58952	66064	59800	57317	81275	71921.67	77713	66131	0.851	-0.233	0.560592964596009	0.999999471897794	0.0758	0.1406	0.1153	0.1153	TRUE	1.435
CNAG_02332	2938	1571	1803	1568	1479	1839	2938	1571	1803	1568	1479	1839	1866.33	2104	1629	0.774	-0.369	0.351125097554416	0.999999471897794	0.0663	0.1425	0.1126	0.1126	TRUE	1.4557
CNAG_02333	379	293	398	227	411	649	379	293	398	227	411	649	392.83	357	429	1.203	0.266	0.557022358753729	0.999999471897794	0.1385	0.1495	0.1457	0.1457	TRUE	0.2205
CNAG_02334	163	87	157	555	297	307	163	87	157	555	297	307	261	136	386	2.848	1.51	0.000777091622312327	0.0510577490915127	0.1126	0.154	0.1405	0.1405	TRUE	1.6783
CNAG_02335	59012	31800	20560	121674	19233	21468	59012	31800	20560	121674	19233	21468	45624.5	37124	54125	1.458	0.544	0.587875606712081	0.999999471897794	0.7261	0.1407	0.2868	0.7261	TRUE	4.7176
CNAG_02336	1055	808	1143	639	1286	1748	1055	808	1143	639	1286	1748	1113.17	1002	1224	1.222	0.289	0.513314674573693	0.999999471897794	0.1331	0.1437	0.1401	0.1401	TRUE	0.244
CNAG_02337	1919	1267	1363	1619	1981	2751	1919	1267	1363	1619	1981	2751	1816.67	1516	2117	1.396	0.481	0.223567406395291	0.999999471897794	0.0634	0.1425	0.1122	0.1122	TRUE	0.4156
CNAG_02338	29178	14815	17519	16928	15397	23016	29178	14815	17519	16928	15397	23016	19475.5	20504	18447	0.9	-0.153	0.709578737181326	0.999999471897794	0.0819	0.1408	0.1208	0.1208	TRUE	1.6757
CNAG_02339	7	5	7	12	15	13	7	5	7	12	15	13	9.83	6	13	2.105	1.074	0.174639190716614	0.999999471897794	0	0.4954	0.3347	0.3347	TRUE	0.084
CNAG_02340	1571	1300	1474	927	1039	1329	1571	1300	1474	927	1039	1329	1273.33	1448	1098	0.758	-0.399	0.277210121585743	0.999999471897794	0.0211	0.1433	0.0964	0.0964	TRUE	0.4043
CNAG_02341	6669	4182	3832	3678	3502	5081	6669	4182	3832	3678	3502	5081	4490.67	4894	4087	0.835	-0.26	0.51301987028372	0.999999471897794	0.0718	0.1414	0.1137	0.1137	TRUE	1.2263
CNAG_02342	1130	711	684	689	688	972	1130	711	684	689	688	972	812.33	842	783	0.93	-0.104	0.793906082546605	0.999999471897794	0.0593	0.1449	0.1135	0.1135	TRUE	1.0685
CNAG_02343	1559	855	946	800	958	1175	1559	855	946	800	958	1175	1048.83	1120	978	0.873	-0.196	0.628163416494896	0.999999471897794	0.0708	0.1439	0.1172	0.1172	TRUE	1.2461
CNAG_02344	1029	679	611	660	311	404	1029	679	611	660	311	404	615.67	773	458	0.593	-0.754	0.0814450964190981	0.857290159625914	0.1092	0.1463	0.1332	0.1332	TRUE	1.5412
CNAG_02345	1953	1120	1129	733	1263	1963	1953	1120	1129	733	1263	1963	1360.17	1401	1320	0.942	-0.086	0.850977848972167	0.999999471897794	0.1634	0.1432	0.1501	0.1501	TRUE	0.2877
CNAG_02347	1277	767	962	595	619	669	1277	767	962	595	619	669	814.83	1002	628	0.626	-0.675	0.0759568221796971	0.830125851446932	0.0328	0.1449	0.1029	0.1029	TRUE	0.2422
CNAG_02348	1830	953	831	943	584	721	1830	953	831	943	584	721	977	1205	749	0.622	-0.685	0.115168704790932	0.953237968675521	0.1185	0.1442	0.1352	0.1352	TRUE	2.4748
CNAG_02349	675	427	372	1139	390	550	675	427	372	1139	390	550	592.17	491	693	1.41	0.496	0.298724490215298	0.999999471897794	0.1943	0.1465	0.1625	0.1625	TRUE	1.0446
CNAG_02350	1246	684	864	529	699	1055	1246	684	864	529	699	1055	846.17	931	761	0.817	-0.291	0.494801179546131	0.999999471897794	0.0972	0.1447	0.1301	0.1301	TRUE	0.6054
CNAG_02351	6648	4035	3361	3274	2380	3290	6648	4035	3361	3274	2380	3290	3831.33	4681	2981	0.637	-0.651	0.109426535953234	0.943169407577822	0.0836	0.1415	0.1189	0.1189	TRUE	1.0491
CNAG_02353	471	262	334	356	727	1133	471	262	334	356	727	1133	547.17	356	739	2.077	1.054	0.0271999949909584	0.522749903732481	0.1922	0.147	0.1622	0.1622	TRUE	0.114
CNAG_02354	7122	3109	3755	3017	3839	5931	7122	3109	3755	3017	3839	5931	4462.17	4662	4262	0.914	-0.129	0.773547178470628	0.999999471897794	0.1408	0.1414	0.1453	0.1453	TRUE	1.5085
CNAG_02355	2726	1410	1156	3061	1037	1143	2726	1410	1156	3061	1037	1143	1755.5	1764	1747	0.99	-0.014	0.978152651369409	0.999999471897794	0.2601	0.1426	0.187	0.187	TRUE	4.9672
CNAG_02356	1631	587	746	608	694	979	1631	587	746	608	694	979	874.17	988	760	0.77	-0.378	0.415713831072041	0.999999471897794	0.1729	0.1446	0.1542	0.1542	TRUE	2.3581
CNAG_02357	3770	1728	1528	2933	1503	2163	3770	1728	1528	2933	1503	2163	2270.83	2342	2200	0.939	-0.09	0.844661389543532	0.999999471897794	0.1599	0.1421	0.1532	0.1532	TRUE	0.8091
CNAG_02358	1955	1330	1252	1270	1017	1157	1955	1330	1252	1270	1017	1157	1330.17	1512	1148	0.759	-0.398	0.293734154916886	0.999999471897794	0.0374	0.1432	0.1026	0.1026	TRUE	0.7902
CNAG_02359	75393	23072	25743	51205	57738	64063	75393	23072	25743	51205	57738	64063	49535.67	41403	57669	1.393	0.478	0.322854013068555	0.999999471897794	0.1806	0.1407	0.1685	0.1685	TRUE	6.3149
CNAG_02360	3591	1809	1942	2427	1573	1961	3591	1809	1942	2427	1573	1961	2217.17	2447	1987	0.812	-0.301	0.472196393548887	0.999999471897794	0.1047	0.1422	0.1256	0.1256	TRUE	1.3117
CNAG_02361	5444	2608	2491	2824	2657	4102	5444	2608	2491	2824	2657	4102	3354.33	3514	3194	0.909	-0.138	0.751835934831333	0.999999471897794	0.1241	0.1416	0.1364	0.1364	TRUE	2.8066
CNAG_02362	5856	2779	2143	4443	1640	1943	5856	2779	2143	4443	1640	1943	3134	3593	2675	0.745	-0.425	0.401805697897546	0.999999471897794	0.2823	0.1417	0.1852	0.1852	TRUE	1.9474
CNAG_02363	548	383	419	594	346	418	548	383	419	594	346	418	451.33	450	453	1.006	0.009	0.983036091664322	0.999999471897794	0.0533	0.1483	0.1136	0.1136	TRUE	0.7042
CNAG_02364	1517	1234	1191	1037	805	1067	1517	1234	1191	1037	805	1067	1141.83	1314	970	0.738	-0.438	0.231814738616964	0.999999471897794	0.0187	0.1436	0.096	0.096	TRUE	0.2636
CNAG_02365	2396	1523	927	1039	571	852	2396	1523	927	1039	571	852	1218	1615	821	0.508	-0.977	0.0300176792792207	0.549888779293362	0.1444	0.1435	0.1452	0.1452	TRUE	0.1794
CNAG_02366	3313	2059	1964	1829	1454	2114	3313	2059	1964	1829	1454	2114	2122.17	2445	1799	0.736	-0.443	0.262049117229563	0.999999471897794	0.0636	0.1422	0.1119	0.1119	TRUE	1.1684
CNAG_02367	8667	5651	6912	7205	7128	9902	8667	5651	6912	7205	7128	9902	7577.5	7077	8078	1.142	0.191	0.613677628874859	0.999999471897794	0.0385	0.1411	0.103	0.103	TRUE	0.3383
CNAG_02368	1879	999	1079	1030	1361	1997	1879	999	1079	1030	1361	1997	1390.83	1319	1463	1.109	0.149	0.729045987668304	0.999999471897794	0.1142	0.1431	0.1329	0.1329	TRUE	0.5848
CNAG_02371	294	171	263	201	216	370	294	171	263	201	216	370	252.5	243	262	1.081	0.112	0.795996421619961	0.999999471897794	0.0913	0.1544	0.1323	0.1323	TRUE	1.4418
CNAG_02372	5837	3680	3471	4250	2792	3904	5837	3680	3471	4250	2792	3904	3989	4329	3649	0.843	-0.247	0.534008367940596	0.999999471897794	0.0662	0.1415	0.1132	0.1132	TRUE	1.1304
CNAG_02373	5029	3215	2415	3315	2087	2886	5029	3215	2415	3315	2087	2886	3157.83	3553	2763	0.778	-0.363	0.383356146935598	0.999999471897794	0.096	0.1417	0.1246	0.1246	TRUE	0.4944
CNAG_02374	1714	993	927	643	1012	1549	1714	993	927	643	1012	1549	1139.67	1211	1068	0.882	-0.182	0.686476925122256	0.999999471897794	0.1479	0.1437	0.1451	0.1451	TRUE	0.3556
CNAG_02375	2403	1975	2068	1260	2008	2891	2403	1975	2068	1260	2008	2891	2100.83	2149	2053	0.955	-0.066	0.873541407351461	0.999999471897794	0.087	0.1423	0.1223	0.1223	TRUE	0.2416
CNAG_02376	2702	1296	1435	1071	1449	2176	2702	1296	1435	1071	1449	2176	1688.17	1811	1565	0.864	-0.21	0.636741448279809	0.999999471897794	0.1343	0.1427	0.1423	0.1423	TRUE	0.8878
CNAG_02377	5543	2772	2579	3453	2753	3999	5543	2772	2579	3453	2753	3999	3516.5	3631	3402	0.937	-0.094	0.824540461307775	0.999999471897794	0.1026	0.1416	0.13	0.13	TRUE	2.1135
CNAG_02378	5123	2824	3615	2473	4371	6323	5123	2824	3615	2473	4371	6323	4121.5	3854	4389	1.139	0.188	0.674011358682586	0.999999471897794	0.146	0.1414	0.143	0.143	TRUE	0.1683
CNAG_02381	7	7	11	33	27	36	7	7	11	33	27	36	20.17	8	32	3.84	1.941	0.00247746535274062	0.117203168610422	0	0.3136	0.2209	0.2209	TRUE	0.24
CNAG_02382	2697	1981	3107	1660	3760	5093	2697	1981	3107	1660	3760	5093	3049.67	2595	3504	1.35	0.433	0.34464563870908	0.999999471897794	0.1697	0.1417	0.1512	0.1512	TRUE	0.2665
CNAG_02383	922	586	743	300	701	950	922	586	743	300	701	950	700.33	750	650	0.867	-0.206	0.658576542963565	0.999999471897794	0.1757	0.1456	0.1557	0.1557	TRUE	0.4218
CNAG_02384	284	143	200	87	148	215	284	143	200	87	148	215	179.5	209	150	0.718	-0.479	0.311225367095639	0.999999471897794	0.1456	0.16	0.1552	0.1552	TRUE	0.2975
CNAG_02385	829	623	663	207	625	997	829	623	663	207	625	997	657.33	705	610	0.865	-0.21	0.681992583415185	0.999999471897794	0.2724	0.1459	0.1871	0.1871	TRUE	0.2503
CNAG_02386	768	490	531	389	815	1265	768	490	531	389	815	1265	709.67	596	823	1.38	0.465	0.324134691544712	0.999999471897794	0.1845	0.1455	0.1587	0.1587	TRUE	0.1472
CNAG_02387	3661	2073	2001	2400	2123	2932	3661	2073	2001	2400	2123	2932	2531.67	2578	2485	0.964	-0.053	0.894926471782189	0.999999471897794	0.0655	0.142	0.1165	0.1165	TRUE	1.6372
CNAG_02388	996	598	678	534	678	840	996	598	678	534	678	840	720.67	757	684	0.903	-0.147	0.71355486928687	0.999999471897794	0.0597	0.1454	0.1141	0.1141	TRUE	0.4576
CNAG_02389	657	479	496	227	695	1045	657	479	496	227	695	1045	599.83	544	656	1.205	0.269	0.596522579394777	0.999999471897794	0.2642	0.1464	0.1849	0.1849	TRUE	0.2308
CNAG_02392	472	184	220	318	372	498	472	184	220	318	372	498	344	292	396	1.356	0.44	0.340721371529208	0.999999471897794	0.1498	0.1507	0.1504	0.1504	TRUE	2.8058
CNAG_02393	3823	2338	2337	1255	2687	4331	3823	2338	2337	1255	2687	4331	2795.17	2833	2758	0.974	-0.039	0.935629694646888	0.999999471897794	0.2116	0.1418	0.1652	0.1652	TRUE	0.228
CNAG_02394	1645	1346	1588	936	1170	1643	1645	1346	1588	936	1170	1643	1388	1526	1250	0.819	-0.289	0.454384793000651	0.999999471897794	0.0434	0.1431	0.1065	0.1065	TRUE	0.6399
CNAG_02395	5187	3521	2768	2943	1543	2042	5187	3521	2768	2943	1543	2042	3000.67	3825	2176	0.569	-0.814	0.0529895099744772	0.721554871560754	0.105	0.1418	0.1271	0.1271	TRUE	0.3701
CNAG_02396	2296	832	957	770	749	1000	2296	832	957	770	749	1000	1100.67	1362	840	0.617	-0.697	0.129657375203306	0.989991132336758	0.167	0.1438	0.1517	0.1517	TRUE	4.3344
CNAG_02397	1090	660	649	565	562	683	1090	660	649	565	562	683	701.5	800	603	0.754	-0.406	0.301980566198213	0.999999471897794	0.0501	0.1456	0.1103	0.1103	TRUE	1.1983
CNAG_02398	9055	5445	3629	9074	3666	3655	9055	5445	3629	9074	3666	3655	5754	6043	5465	0.904	-0.145	0.767509009154607	0.999999471897794	0.213	0.1412	0.1733	0.1733	TRUE	0.8048
CNAG_02399	12224	7355	6672	7776	5561	7558	12224	7355	6672	7776	5561	7558	7857.67	8750	6965	0.796	-0.329	0.410512751462226	0.999999471897794	0.075	0.141	0.1152	0.1152	TRUE	1.4732
CNAG_02400	6596	2971	3146	3976	3232	4504	6596	2971	3146	3976	3232	4504	4070.83	4238	3904	0.921	-0.118	0.782639793632874	0.999999471897794	0.1125	0.1414	0.1323	0.1323	TRUE	2.8865
CNAG_02401	2403	1672	1458	1254	1246	1619	2403	1672	1458	1254	1246	1619	1608.67	1844	1373	0.744	-0.426	0.268531893535806	0.999999471897794	0.0472	0.1428	0.1061	0.1061	TRUE	0.8487
CNAG_02402	2955	1816	1696	1651	1554	2271	2955	1816	1696	1651	1554	2271	1990.5	2156	1825	0.847	-0.24	0.548938454852025	0.999999471897794	0.0718	0.1423	0.115	0.115	TRUE	1.2743
CNAG_02403	4842	2608	3008	3068	2882	3870	4842	2608	3008	3068	2882	3870	3379.67	3486	3273	0.939	-0.091	0.81933877109807	0.999999471897794	0.0602	0.1416	0.1136	0.1136	TRUE	1.4084
CNAG_02404	12866	6560	7014	8972	8538	11554	12866	6560	7014	8972	8538	11554	9250.67	8813	9688	1.099	0.137	0.73854672133934	0.999999471897794	0.0728	0.141	0.1204	0.1204	TRUE	1.9767
CNAG_02405	846	553	505	655	426	468	846	553	505	655	426	468	575.5	635	516	0.814	-0.298	0.462023685551149	0.999999471897794	0.0632	0.1467	0.1163	0.1163	TRUE	1.0001
CNAG_02406	1554	1034	1079	824	1087	1464	1554	1034	1079	824	1087	1464	1173.67	1222	1125	0.92	-0.12	0.765175925486921	0.999999471897794	0.0652	0.1436	0.1149	0.1149	TRUE	0.3323
CNAG_02407	10603	7528	5226	12812	3103	3660	10603	7528	5226	12812	3103	3660	7155.33	7786	6525	0.838	-0.255	0.636272285702492	0.999999471897794	0.2982	0.1411	0.2091	0.2091	TRUE	1.6487
CNAG_02408	1057	572	602	407	420	644	1057	572	602	407	420	644	617	744	490	0.659	-0.601	0.154899748258914	0.999999471897794	0.0919	0.1462	0.1269	0.1269	TRUE	1.6102
CNAG_02409	996	637	748	800	449	640	996	637	748	800	449	640	711.67	794	630	0.793	-0.334	0.408248065309595	0.999999471897794	0.0636	0.1455	0.1161	0.1161	TRUE	0.2989
CNAG_02412	894	452	986	214	811	1100	894	452	986	214	811	1100	742.83	777	708	0.911	-0.134	0.805844178793968	0.999999471897794	0.359	0.1453	0.2132	0.2132	TRUE	0.5914
CNAG_02413	11934	5906	6484	6637	6677	9108	11934	5906	6484	6637	6677	9108	7791	8108	7474	0.922	-0.117	0.776506664247532	0.999999471897794	0.088	0.141	0.1233	0.1233	TRUE	2.0811
CNAG_02414	853	225	354	265	266	426	853	225	354	265	266	426	398.17	477	319	0.668	-0.581	0.253606765008575	0.999999471897794	0.2561	0.1494	0.1843	0.1843	TRUE	1.0868
CNAG_02415	6067	3391	2776	2385	1681	2514	6067	3391	2776	2385	1681	2514	3135.67	4078	2193	0.538	-0.895	0.0346551232732743	0.599595675047828	0.1124	0.1417	0.1289	0.1289	TRUE	1.1379
CNAG_02416	4631	1578	1751	2400	2274	3081	4631	1578	1751	2400	2274	3081	2619.17	2653	2585	0.974	-0.038	0.936241581276555	0.999999471897794	0.1823	0.1419	0.1592	0.1592	TRUE	5.1597
CNAG_02417	4853	1100	703	2536	229	282	4853	1100	703	2536	229	282	1617.17	2219	1016	0.458	-1.127	0.388881228119162	0.999999471897794	1.2328	0.1427	0.4362	1.2328	TRUE	6.8141
CNAG_02418	22758	12686	14197	12098	12580	17720	22758	12686	14197	12098	12580	17720	15339.83	16547	14133	0.854	-0.228	0.56977118861133	0.999999471897794	0.074	0.1408	0.1154	0.1154	TRUE	1.3189
CNAG_02419	1856	901	933	721	1021	1340	1856	901	933	721	1021	1340	1128.67	1230	1027	0.835	-0.26	0.555564207469739	0.999999471897794	0.1312	0.1437	0.1391	0.1391	TRUE	0.6743
CNAG_02420	31	38	58	72	53	71	31	38	58	72	53	71	53.83	42	65	1.543	0.626	0.20102443477184	0.999999471897794	0.0427	0.2054	0.1533	0.1533	TRUE	0.8073
CNAG_02421	5095	2083	2414	2887	3141	4403	5095	2083	2414	2887	3141	4403	3337.17	3197	3477	1.087	0.121	0.785234761791167	0.999999471897794	0.1421	0.1416	0.1417	0.1417	TRUE	3.2768
CNAG_02422	3777	877	1018	2885	1401	1709	3777	877	1018	2885	1401	1709	1944.5	1891	1998	1.057	0.08	0.884808091467381	0.999999471897794	0.3831	0.1424	0.2187	0.2187	TRUE	7.2912
CNAG_02423	3725	2609	2465	3117	1514	2238	3725	2609	2465	3117	1514	2238	2611.33	2933	2290	0.781	-0.357	0.386695333729129	0.999999471897794	0.0835	0.1419	0.1224	0.1224	TRUE	0.3121
CNAG_02424	2690	1419	1855	1232	1249	1866	2690	1419	1855	1232	1249	1866	1718.5	1988	1449	0.729	-0.456	0.263665686990032	0.999999471897794	0.083	0.1426	0.1195	0.1195	TRUE	0.3563
CNAG_02425	535	244	303	364	302	371	535	244	303	364	302	371	353.17	361	346	0.958	-0.061	0.885657511106409	0.999999471897794	0.0871	0.1505	0.1281	0.1281	TRUE	1.5405
CNAG_02426	9242	5465	5304	5107	4994	7476	9242	5465	5304	5107	4994	7476	6264.67	6670	5859	0.878	-0.187	0.643299533689519	0.999999471897794	0.0755	0.1411	0.1175	0.1175	TRUE	1.3883
CNAG_02427	1957	1202	1209	2836	1403	1698	1957	1202	1209	2836	1403	1698	1717.5	1456	1979	1.359	0.443	0.297799703608122	0.999999471897794	0.1166	0.1426	0.1297	0.1297	TRUE	1.17
CNAG_02428	3078	1653	1678	1385	1527	2223	3078	1653	1678	1385	1527	2223	1924	2136	1712	0.801	-0.32	0.44502538178052	0.999999471897794	0.1064	0.1424	0.1258	0.1258	TRUE	1.8004
CNAG_02430	778	474	524	447	636	897	778	474	524	447	636	897	626	592	660	1.115	0.157	0.710228857978713	0.999999471897794	0.0919	0.1462	0.1269	0.1269	TRUE	0.2602
CNAG_02431	2676	1711	1726	1479	1133	1465	2676	1711	1726	1479	1133	1465	1698.33	2038	1359	0.667	-0.584	0.128301683058526	0.989670990702454	0.0463	0.1426	0.1058	0.1058	TRUE	0.9089
CNAG_02432	1749	953	1057	551	893	1389	1749	953	1057	551	893	1389	1098.67	1253	944	0.754	-0.408	0.367552273687485	0.999999471897794	0.1436	0.1438	0.1468	0.1468	TRUE	0.4203
CNAG_02433	1567	780	912	1055	903	1057	1567	780	912	1055	903	1057	1045.67	1086	1005	0.925	-0.112	0.782007870759484	0.999999471897794	0.0687	0.1439	0.1177	0.1177	TRUE	1.7941
CNAG_02434	4360	1972	2178	2847	2483	3109	4360	1972	2178	2847	2483	3109	2824.83	2837	2813	0.992	-0.012	0.977133377622216	0.999999471897794	0.0924	0.1418	0.1278	0.1278	TRUE	2.68
CNAG_02435	7038	3740	3408	8325	3678	4389	7038	3740	3408	8325	3678	4389	5096.33	4729	5464	1.156	0.209	0.649596385530093	0.999999471897794	0.1646	0.1413	0.1516	0.1516	TRUE	2.5586
CNAG_02436	1514	554	596	224	618	837	1514	554	596	224	618	837	723.83	888	560	0.63	-0.666	0.217729226846811	0.999999471897794	0.3385	0.1454	0.2089	0.2089	TRUE	0.9993
CNAG_02437	4579	2950	3424	2429	5348	8549	4579	2950	3424	2429	5348	8549	4546.5	3651	5442	1.491	0.576	0.224276704928776	0.999999471897794	0.1842	0.1414	0.1616	0.1616	TRUE	0.1454
CNAG_02438	834	668	590	672	335	381	834	668	590	672	335	381	580	697	463	0.663	-0.592	0.156821866523844	0.999999471897794	0.0836	0.1466	0.1241	0.1241	TRUE	1.8208
CNAG_02439	915	1030	1087	566	373	455	915	1030	1087	566	373	455	737.67	1011	465	0.46	-1.121	0.00273378682149642	0.122477270512737	0.0231	0.1453	0.0993	0.0993	TRUE	0.4231
CNAG_02440	7541	4917	4785	6176	6017	8199	7541	4917	4785	6176	6017	8199	6272.5	5748	6797	1.183	0.242	0.529140937628671	0.999999471897794	0.0479	0.1411	0.1064	0.1064	TRUE	0.9087
CNAG_02441	57	31	43	74	42	55	57	31	43	74	42	55	50.33	44	57	1.305	0.384	0.445556423795263	0.999999471897794	0.064	0.2099	0.1628	0.1628	TRUE	0.2513
CNAG_02442	1277	845	1084	599	885	1301	1277	845	1084	599	885	1301	998.5	1069	928	0.869	-0.203	0.627949784971364	0.999999471897794	0.0922	0.1441	0.1256	0.1256	TRUE	0.3609
CNAG_02443	6351	2062	3039	3121	2906	3425	6351	2062	3039	3121	2906	3425	3484	3817	3151	0.825	-0.277	0.543242150758046	0.999999471897794	0.1764	0.1416	0.1492	0.1492	TRUE	1.03
CNAG_02444	3759	2054	1614	4751	1204	1291	3759	2054	1614	4751	1204	1291	2445.5	2476	2415	0.976	-0.036	0.948557778441844	0.999999471897794	0.3594	0.142	0.2189	0.2189	TRUE	5.3096
CNAG_02445	11024	5442	5020	8202	4348	5799	11024	5442	5020	8202	4348	5799	6639.17	7162	6116	0.854	-0.228	0.608568472837768	0.999999471897794	0.1436	0.1411	0.1423	0.1423	TRUE	1.1192
CNAG_02446	657	306	408	778	611	785	657	306	408	778	611	785	590.83	457	725	1.586	0.665	0.110356905581037	0.943169407577822	0.0846	0.1465	0.1233	0.1233	TRUE	1.1717
CNAG_02447	2124	1189	1480	1901	1256	1575	2124	1189	1480	1901	1256	1575	1587.5	1598	1577	0.987	-0.018	0.962979630337297	0.999999471897794	0.0633	0.1428	0.1136	0.1136	TRUE	0.4941
CNAG_02448	107	40	73	56	79	84	107	40	73	56	79	84	73.17	73	73	0.995	-0.007	0.989500703151438	0.999999471897794	0.1202	0.1883	0.1661	0.1661	TRUE	0.1905
CNAG_02449	2733	1922	1877	1110	1657	2340	2733	1922	1877	1110	1657	2340	1939.83	2177	1702	0.782	-0.355	0.391239007472236	0.999999471897794	0.0825	0.1424	0.1231	0.1231	TRUE	0.3242
CNAG_02452	201	127	151	190	175	212	201	127	151	190	175	212	176	160	192	1.205	0.269	0.506147994442333	0.999999471897794	0.0254	0.1604	0.1118	0.1118	TRUE	0.5432
CNAG_02453	3424	2212	2025	2078	2049	3110	3424	2212	2025	2078	2049	3110	2483	2554	2412	0.945	-0.082	0.837487720853301	0.999999471897794	0.0617	0.142	0.1152	0.1152	TRUE	1.0784
CNAG_02454	1182	569	743	477	1390	1955	1182	569	743	477	1390	1955	1052.67	831	1274	1.532	0.616	0.230398208441549	0.999999471897794	0.2825	0.1439	0.189	0.189	TRUE	0.2498
CNAG_02455	3685	1344	1884	6342	6323	11445	3685	1344	1884	6342	6323	11445	5170.5	2304	8037	3.488	1.802	0.000114749429669504	0.0114158807605029	0.2085	0.1413	0.1571	0.1571	TRUE	3.3295
CNAG_02457	12383	8504	7787	6422	8114	12390	12383	8504	7787	6422	8114	12390	9266.67	9558	8975	0.939	-0.091	0.824905209300623	0.999999471897794	0.0736	0.141	0.1211	0.1211	TRUE	0.798
CNAG_02458	6847	3814	3808	2818	2746	4321	6847	3814	3808	2818	2746	4321	4059	4823	3295	0.683	-0.55	0.184895205908704	0.999999471897794	0.1021	0.1414	0.1236	0.1236	TRUE	1.6425
CNAG_02459	7494	1800	1770	1932	1438	1998	7494	1800	1770	1932	1438	1998	2738.67	3688	1789	0.485	-1.043	0.0535704618727229	0.722514780253357	0.3553	0.1419	0.2102	0.2102	TRUE	9.9173
CNAG_02460	12738	1332	1248	1531	594	1117	12738	1332	1248	1531	594	1117	3093.33	5106	1081	0.212	-2.24	NA	NA	0.9314	0.1417	0.3528	0.9314	TRUE	20.8436
CNAG_02463	291	179	230	139	288	302	291	179	230	139	288	302	238.17	233	243	1.041	0.059	0.895363706187051	0.999999471897794	0.1072	0.1552	0.1387	0.1387	TRUE	0.735
CNAG_02464	1702	1185	934	1626	2062	3106	1702	1185	934	1626	2062	3106	1769.17	1274	2265	1.778	0.83	0.0481350917016496	0.697923678524487	0.1027	0.1426	0.1266	0.1266	TRUE	0.4181
CNAG_02465	734	458	529	780	488	578	734	458	529	780	488	578	594.5	574	615	1.073	0.101	0.800173146699008	0.999999471897794	0.0561	0.1465	0.1134	0.1134	TRUE	0.6257
CNAG_02466	1041	736	588	981	600	949	1041	736	588	981	600	949	815.83	788	843	1.07	0.097	0.812123541648533	0.999999471897794	0.0748	0.1449	0.1195	0.1195	TRUE	0.5734
CNAG_02467	5930	3387	3143	4019	3360	4504	5930	3387	3143	4019	3360	4504	4057.17	4153	3961	0.954	-0.068	0.864896529843763	0.999999471897794	0.0663	0.1414	0.1162	0.1162	TRUE	1.7052
CNAG_02468	4436	2231	2322	1852	1585	2449	4436	2231	2322	1852	1585	2449	2479.17	2996	1962	0.655	-0.611	0.146666220505454	0.999999471897794	0.1115	0.142	0.1272	0.1272	TRUE	2.1464
CNAG_02469	2517	1880	2222	1487	1334	1735	2517	1880	2222	1487	1334	1735	1862.5	2206	1519	0.688	-0.539	0.138436911184732	0.999976464889791	0.0185	0.1425	0.0948	0.0948	TRUE	0.1606
CNAG_02470	2856	1516	1278	1880	943	1258	2856	1516	1278	1880	943	1258	1621.83	1883	1360	0.722	-0.469	0.296092667170108	0.999999471897794	0.1625	0.1427	0.1448	0.1448	TRUE	1.3012
CNAG_02471	879	235	391	276	462	663	879	235	391	276	462	663	484.33	502	467	0.931	-0.103	0.843332242743052	0.999999471897794	0.2934	0.1478	0.1948	0.1948	TRUE	0.7053
CNAG_02472	5690	3515	3408	3176	3146	4617	5690	3515	3408	3176	3146	4617	3925.33	4204	3646	0.867	-0.205	0.605910278870947	0.999999471897794	0.0672	0.1415	0.114	0.114	TRUE	1.1637
