Id	WT30_a	WT30_b	WT30_c	WT37_a	WT37_b	WT37_c	norm.WT30_a	norm.WT30_b	norm.WT30_c	norm.WT37_a	norm.WT37_b	norm.WT37_c	baseMean	WT	WT37	FoldChange	log2FoldChange	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks
CNAG_03289	5868	2773	3224	3115	3957	5699	5868	2773	3224	3115	3957	5699	4106	3955	4257	1.076	0.106	0.806910842898239	0.999999471897794	0.1089	0.1414	0.1357	0.1357	TRUE	1.0226
CNAG_03290	3417	2287	2321	1847	1810	2794	3417	2287	2321	1847	1810	2794	2412.67	2675	2150	0.804	-0.315	0.422143519246237	0.999999471897794	0.0619	0.142	0.1105	0.1105	TRUE	0.8304
CNAG_03291	2180	1118	1153	706	1347	1996	2180	1118	1153	706	1347	1996	1416.67	1484	1350	0.91	-0.137	0.772677280523163	0.999999471897794	0.1945	0.1431	0.1604	0.1604	TRUE	0.2059
CNAG_03292	211	111	81	187	69	64	211	111	81	187	69	64	120.5	134	107	0.794	-0.333	0.542880525807288	0.999999471897794	0.2869	0.1695	0.2071	0.2071	TRUE	1.668
CNAG_03293	2578	1955	2236	1060	2006	2803	2578	1955	2236	1060	2006	2803	2106.33	2256	1956	0.867	-0.206	0.634020295499949	0.999999471897794	0.1195	0.1422	0.1342	0.1342	TRUE	0.2695
CNAG_03294	471	225	304	621	588	806	471	225	304	621	588	806	502.5	333	672	2.015	1.011	0.0154671005503721	0.379112084142273	0.0829	0.1475	0.1234	0.1234	TRUE	1.2437
CNAG_03295	1329	1066	1059	357	492	841	1329	1066	1059	357	492	841	857.33	1151	563	0.489	-1.031	0.0151855583333596	0.376880593824679	0.1052	0.1447	0.1287	0.1287	TRUE	1.7797
CNAG_03296	1060	566	770	289	699	955	1060	566	770	289	699	955	723.17	799	648	0.811	-0.302	0.53058511768979	0.999999471897794	0.2074	0.1454	0.1661	0.1661	TRUE	0.4496
CNAG_03297	5245	3495	3867	2862	3184	4661	5245	3495	3867	2862	3184	4661	3885.67	4202	3569	0.849	-0.236	0.546302314544893	0.999999471897794	0.0546	0.1415	0.1097	0.1097	TRUE	0.8715
CNAG_03298	9612	3214	5082	5274	6528	7166	9612	3214	5082	5274	6528	7166	6146	5969	6323	1.059	0.083	0.854232354412803	0.999999471897794	0.1576	0.1412	0.1468	0.1468	TRUE	0.741
CNAG_03299	17006	10869	10051	12190	10123	14843	17006	10869	10051	12190	10123	14843	12513.67	12642	12385	0.98	-0.03	0.939820041562012	0.999999471897794	0.0513	0.1409	0.1106	0.1106	TRUE	0.8029
CNAG_03300	1791	1073	1599	630	1760	2585	1791	1073	1599	630	1760	2585	1573	1488	1658	1.115	0.157	0.753151098734186	0.999999471897794	0.2503	0.1428	0.1783	0.1783	TRUE	0.257
CNAG_03301	3891	3075	3489	2929	2446	3131	3891	3075	3489	2929	2446	3131	3160.17	3485	2835	0.814	-0.298	0.406180952994589	0.999999471897794	0.0141	0.1417	0.0922	0.0922	TRUE	0.1752
CNAG_03302	1211	671	1317	389	1764	2801	1211	671	1317	389	1764	2801	1358.83	1066	1651	1.549	0.631	0.270846339442535	0.999999471897794	0.4397	0.1432	0.2359	0.2359	TRUE	0.1845
CNAG_03303	42830	26096	30289	27463	31868	40076	42830	26096	30289	27463	31868	40076	33103.67	33072	33136	1.002	0.003	0.994224613665478	0.999999471897794	0.0426	0.1407	0.1071	0.1071	TRUE	0.8156
CNAG_03304	1332	119	98	168	131	178	1332	119	98	168	131	178	337.67	516	159	0.308	-1.699	NA	NA	0.9098	0.1509	0.3751	0.9098	TRUE	22.3155
CNAG_03305	1169	899	1016	523	1001	1331	1169	899	1016	523	1001	1331	989.83	1028	952	0.926	-0.111	0.795802313013024	0.999999471897794	0.1107	0.1441	0.1323	0.1323	TRUE	0.3355
CNAG_03306	2697	1983	2051	1582	1118	1409	2697	1983	2051	1582	1118	1409	1806.67	2244	1370	0.61	-0.712	0.0558944063462593	0.730594574635798	0.0292	0.1425	0.0994	0.0994	TRUE	0.3785
CNAG_03307	168	149	174	87	50	56	168	149	174	87	50	56	114	164	64	0.393	-1.347	0.00186490723655688	0.0935443988915387	0.0289	0.1712	0.1243	0.1243	TRUE	0.8381
CNAG_03308	5330	1262	1204	950	1504	2231	5330	1262	1204	950	1504	2231	2080.17	2599	1562	0.601	-0.735	0.196360594236054	0.999999471897794	0.4299	0.1423	0.2325	0.2325	TRUE	2.8649
CNAG_03309	2804	1407	1603	1652	1408	1749	2804	1407	1603	1652	1408	1749	1770.5	1938	1603	0.827	-0.274	0.499370595278696	0.999999471897794	0.0813	0.1426	0.1178	0.1178	TRUE	1.8481
CNAG_03310	1605	763	1025	687	1645	1963	1605	763	1025	687	1645	1963	1281.33	1131	1432	1.266	0.34	0.474779834657975	0.999999471897794	0.2001	0.1433	0.1624	0.1624	TRUE	0.808
CNAG_03311	11594	8198	7470	4674	5344	7798	11594	8198	7470	4674	5344	7798	7513	9087	5939	0.654	-0.614	0.120061142564041	0.963426649073274	0.0675	0.1411	0.1122	0.1122	TRUE	0.9151
CNAG_03312	102	72	154	41	148	225	102	72	154	41	148	225	123.67	109	138	1.262	0.336	0.557203277155068	0.999999471897794	0.3578	0.1688	0.2278	0.2278	TRUE	0.2345
CNAG_03313	86	53	69	33	45	96	86	53	69	33	45	96	63.67	69	58	0.837	-0.257	0.625507564350025	0.999999471897794	0.1621	0.1954	0.1848	0.1848	TRUE	1.2347
CNAG_03314	4159	2507	1998	2791	1390	2147	4159	2507	1998	2791	1390	2147	2498.67	2888	2109	0.73	-0.453	0.299286863644282	0.999999471897794	0.1312	0.142	0.137	0.137	TRUE	0.5362
CNAG_03315	12804	6983	7506	7643	6830	10358	12804	6983	7506	7643	6830	10358	8687.33	9098	8277	0.91	-0.136	0.736943546142399	0.999999471897794	0.0756	0.141	0.1187	0.1187	TRUE	1.5517
CNAG_03316	4367	3175	3408	2733	2171	2610	4367	3175	3408	2733	2171	2610	3077.33	3650	2505	0.686	-0.543	0.135751704968632	0.992485290452221	0.0214	0.1417	0.0952	0.0952	TRUE	0.3593
CNAG_03317	4463	3902	3574	2866	2549	3455	4463	3902	3574	2866	2549	3455	3468.17	3980	2957	0.743	-0.429	0.235044223234401	0.999999471897794	0.018	0.1416	0.0936	0.0936	TRUE	0.2641
CNAG_03318	135	75	113	101	127	200	135	75	113	101	127	200	125.17	108	143	1.325	0.406	0.37610885593481	0.999999471897794	0.0953	0.1685	0.1436	0.1436	TRUE	0.6958
CNAG_03319	9984	3968	3935	3159	3252	4830	9984	3968	3935	3159	3252	4830	4854.67	5962	3747	0.628	-0.67	0.145908234579113	0.999999471897794	0.2017	0.1413	0.1528	0.1528	TRUE	4.2475
CNAG_03320	4130	2242	2350	2083	2194	3420	4130	2242	2350	2083	2194	3420	2736.5	2907	2566	0.882	-0.18	0.666387985108405	0.999999471897794	0.0938	0.1419	0.1258	0.1258	TRUE	1.6439
CNAG_03321	5444	2563	2423	3028	1763	2455	5444	2563	2423	3028	1763	2455	2946	3477	2415	0.695	-0.525	0.235568530284713	0.999999471897794	0.1541	0.1418	0.1411	0.1411	TRUE	1.557
CNAG_03322	21604	12511	12666	10313	13160	18486	21604	12511	12666	10313	13160	18486	14790	15594	13986	0.897	-0.157	0.704488061969691	0.999999471897794	0.0845	0.1408	0.1233	0.1233	TRUE	0.737
CNAG_03323	7136	2704	2913	4181	3356	4744	7136	2704	2913	4181	3356	4744	4172.33	4251	4094	0.963	-0.054	0.904920725757845	0.999999471897794	0.1551	0.1414	0.1493	0.1493	TRUE	4.2928
CNAG_03324	2088	1085	1144	1086	1247	1856	2088	1085	1144	1086	1247	1856	1417.67	1439	1396	0.97	-0.043	0.918788849344376	0.999999471897794	0.1062	0.1431	0.13	0.13	TRUE	1.8744
CNAG_03325	4495	3064	2789	2667	2433	3695	4495	3064	2789	2667	2433	3695	3190.5	3449	2932	0.85	-0.235	0.549176043670868	0.999999471897794	0.0583	0.1417	0.1102	0.1102	TRUE	0.8554
CNAG_03326	2903	1696	1599	2192	1844	2686	2903	1696	1599	2192	1844	2686	2153.33	2066	2241	1.085	0.117	0.771653073198017	0.999999471897794	0.0727	0.1422	0.1168	0.1168	TRUE	1.1548
CNAG_03327	112	84	109	151	168	221	112	84	109	151	168	221	140.83	102	180	1.77	0.824	0.0461324625288898	0.684399361859517	0.0253	0.1654	0.1154	0.1154	TRUE	0.4271
CNAG_03328	5552	3023	2872	3311	2590	3536	5552	3023	2872	3311	2590	3536	3480.67	3816	3146	0.824	-0.279	0.495408500209442	0.999999471897794	0.0898	0.1416	0.12	0.12	TRUE	1.9287
CNAG_03329	1650	1229	1094	418	635	806	1650	1229	1094	418	635	806	972	1324	620	0.468	-1.096	0.0071774371309144	0.238016481326647	0.0714	0.1442	0.1185	0.1185	TRUE	0.6233
CNAG_03330	358	235	283	273	375	543	358	235	283	273	375	543	344.5	292	397	1.36	0.443	0.292152824397664	0.999999471897794	0.077	0.1507	0.1246	0.1246	TRUE	0.2842
CNAG_03331	5712	3406	3441	3351	2992	4533	5712	3406	3441	3351	2992	4533	3905.83	4186	3625	0.866	-0.208	0.602977764825572	0.999999471897794	0.0688	0.1415	0.1145	0.1145	TRUE	1.2378
CNAG_03332	2346	2223	2350	1277	1724	2463	2346	2223	2350	1277	1724	2463	2063.83	2306	1821	0.79	-0.341	0.38278364120086	0.999999471897794	0.0503	0.1423	0.1093	0.1093	TRUE	0.4861
CNAG_03333	36252	22376	15255	17498	7168	9030	36252	22376	15255	17498	7168	9030	17929.83	24628	11232	0.456	-1.133	0.0161106862006079	0.387860470274421	0.214	0.1408	0.1596	0.1596	TRUE	0.3627
CNAG_03335	4604	3270	4013	1969	3532	5822	4604	3270	4013	1969	3532	5822	3868.33	3962	3774	0.953	-0.07	0.875701369751607	0.999999471897794	0.1505	0.1415	0.1446	0.1446	TRUE	0.3314
CNAG_03336	4854	2563	2558	3035	2736	4234	4854	2563	2558	3035	2736	4234	3330	3325	3335	1.003	0.004	0.9917212188095	0.999999471897794	0.0856	0.1416	0.1254	0.1254	TRUE	1.9677
CNAG_03337	2382	1828	2293	1864	1866	2301	2382	1828	2293	1864	1866	2301	2089	2168	2010	0.927	-0.109	0.763714282570283	0.999999471897794	0.0151	0.1423	0.0938	0.0938	TRUE	0.2276
CNAG_03338	932	446	664	445	569	975	932	446	664	445	569	975	671.83	681	663	0.974	-0.038	0.932900598675193	0.999999471897794	0.143	0.1458	0.1448	0.1448	TRUE	0.3866
CNAG_03339	287	212	283	220	323	431	287	212	283	220	323	431	292.67	261	325	1.246	0.317	0.446486602480027	0.999999471897794	0.0653	0.1525	0.1213	0.1213	TRUE	0.1594
CNAG_03340	173	94	96	282	267	304	173	94	96	282	267	304	202.67	121	284	2.35	1.233	0.00347139768341801	0.140622786397143	0.0548	0.1578	0.1223	0.1223	TRUE	1.435
CNAG_03341	1699	1172	1445	492	1312	2285	1699	1172	1445	492	1312	2285	1400.83	1439	1363	0.947	-0.078	0.877676475001565	0.999999471897794	0.2684	0.1431	0.1841	0.1841	TRUE	0.2455
CNAG_03342	4481	2396	2835	1915	3195	4861	4481	2396	2835	1915	3195	4861	3280.5	3237	3324	1.027	0.038	0.932772858252567	0.999999471897794	0.1535	0.1417	0.1457	0.1457	TRUE	0.2583
CNAG_03343	2567	1999	2332	1261	1738	2465	2567	1999	2332	1261	1738	2465	2060.33	2299	1821	0.792	-0.336	0.396525966540152	0.999999471897794	0.058	0.1423	0.1128	0.1128	TRUE	0.4281
CNAG_03344	543	199	260	61	268	362	543	199	260	61	268	362	282.17	334	230	0.69	-0.536	0.360564216264668	0.999999471897794	0.4482	0.153	0.2441	0.2441	TRUE	0.8921
CNAG_03345	23869	16546	10632	26640	9400	13221	23869	16546	10632	26640	9400	13221	16718	17016	16420	0.965	-0.051	0.914578988653397	0.999999471897794	0.1806	0.1408	0.1653	0.1653	TRUE	0.569
CNAG_03346	400	319	381	111	114	129	400	319	381	111	114	129	242.33	367	118	0.322	-1.636	1.90200289013289e-05	0.00278301367625155	0.0073	0.155	0.0998	0.0998	TRUE	0.1483
CNAG_03347	12042	7132	7894	6952	4554	5710	12042	7132	7894	6952	4554	5710	7380.67	9023	5739	0.636	-0.653	0.0972427236275072	0.914947184061316	0.0645	0.1411	0.1115	0.1115	TRUE	0.8395
CNAG_03348	5107	3301	2718	3076	2326	3395	5107	3301	2718	3076	2326	3395	3320.5	3709	2932	0.791	-0.339	0.398341811851491	0.999999471897794	0.0735	0.1416	0.1157	0.1157	TRUE	0.8482
CNAG_03349	6309	3673	4025	2944	3660	5382	6309	3673	4025	2944	3660	5382	4332.17	4669	3995	0.856	-0.225	0.585979665026445	0.999999471897794	0.0841	0.1414	0.1225	0.1225	TRUE	0.8305
CNAG_03352	2323	1525	1777	1602	1421	1844	2323	1525	1777	1602	1421	1844	1748.67	1875	1622	0.865	-0.209	0.576372745691788	0.999999471897794	0.0314	0.1426	0.1001	0.1001	TRUE	0.5058
CNAG_03353	5754	2452	2837	2612	3554	5120	5754	2452	2837	2612	3554	5120	3721.5	3681	3762	1.022	0.031	0.944790431101354	0.999999471897794	0.1404	0.1415	0.1479	0.1479	TRUE	0.9099
CNAG_03354	585	508	722	215	632	783	585	508	722	215	632	783	574.17	605	543	0.898	-0.155	0.748530511557147	0.999999471897794	0.2076	0.1467	0.1669	0.1669	TRUE	0.9699
CNAG_03355	10133	8346	5996	12216	5088	7689	10133	8346	5996	12216	5088	7689	8244.67	8158	8331	1.021	0.03	0.944477883148627	0.999999471897794	0.1255	0.141	0.1355	0.1355	TRUE	0.4017
CNAG_03356	1081	753	864	483	664	870	1081	753	864	483	664	870	785.83	899	672	0.748	-0.42	0.291700200102805	0.999999471897794	0.0567	0.145	0.1129	0.1129	TRUE	0.2989
CNAG_03357	1502	843	942	737	1119	1448	1502	843	942	737	1119	1448	1098.5	1096	1101	1.005	0.007	0.985999787441836	0.999999471897794	0.1015	0.1438	0.1288	0.1288	TRUE	0.2818
CNAG_03358	47440	25568	24019	30049	19976	28617	47440	25568	24019	30049	19976	28617	29278.17	32342	26214	0.811	-0.303	0.466347789025664	0.999999471897794	0.1036	0.1407	0.1247	0.1247	TRUE	2.0413
CNAG_03359	16359	5111	6051	9285	8686	9816	16359	5111	6051	9285	8686	9816	9218	9174	9262	1.01	0.014	0.976642528264769	0.999999471897794	0.1847	0.141	0.1618	0.1618	TRUE	5.7359
CNAG_03360	5489	3009	2799	1940	2019	2615	5489	3009	2799	1940	2019	2615	2978.5	3766	2191	0.582	-0.781	0.0566980268564366	0.730594574635798	0.0926	0.1418	0.1207	0.1207	TRUE	1.9505
CNAG_03361	1853	1025	1031	789	783	1165	1853	1025	1031	789	783	1165	1107.67	1303	912	0.7	-0.514	0.214444686477849	0.999999471897794	0.0853	0.1437	0.1227	0.1227	TRUE	1.6389
CNAG_03362	1898	1236	1249	920	791	1154	1898	1236	1249	920	791	1154	1208	1461	955	0.654	-0.613	0.114533683987293	0.95304921195491	0.0508	0.1435	0.108	0.108	TRUE	0.8246
CNAG_03363	2268	905	1012	781	1021	1328	2268	905	1012	781	1021	1328	1219.17	1395	1043	0.748	-0.419	0.359173829241602	0.999999471897794	0.1617	0.1435	0.1497	0.1497	TRUE	1.8602
CNAG_03364	1500	931	1056	692	977	1317	1500	931	1056	692	977	1317	1078.83	1162	995	0.856	-0.224	0.586044528213942	0.999999471897794	0.0799	0.1438	0.1208	0.1208	TRUE	0.275
CNAG_03365	4534	3005	3552	3212	2234	2794	4534	3005	3552	3212	2234	2794	3221.83	3697	2747	0.743	-0.429	0.255841580748531	0.999999471897794	0.0374	0.1417	0.1023	0.1023	TRUE	0.3271
CNAG_03366	1579	759	728	776	932	1246	1579	759	728	776	932	1246	1003.33	1022	985	0.963	-0.054	0.902487991042302	0.999999471897794	0.1249	0.1441	0.1374	0.1374	TRUE	2.2595
CNAG_03367	3064	1727	1987	1573	1879	2520	3064	1727	1987	1573	1879	2520	2125	2259	1991	0.881	-0.183	0.651040890957537	0.999999471897794	0.0695	0.1422	0.117	0.117	TRUE	1.1252
CNAG_03368	4706	3575	3288	2359	3399	5732	4706	3575	3288	2359	3399	5732	3843.17	3856	3830	0.993	-0.01	0.981598809883953	0.999999471897794	0.1148	0.1415	0.1321	0.1321	TRUE	0.6191
CNAG_03369	1804	136	139	109	191	292	1804	136	139	109	191	292	445.17	693	197	0.285	-1.812	0.127729823874211	0.987534009724617	1.017	0.1484	0.4027	1.017	TRUE	14.0882
CNAG_03370	9351	7400	8024	7381	5544	7406	9351	7400	8024	7381	5544	7406	7517.67	8258	6777	0.821	-0.285	0.430738411512218	0.999999471897794	0.0195	0.1411	0.0943	0.0943	TRUE	0.3092
CNAG_03372	8311	4469	3369	6922	2870	3870	8311	4469	3369	6922	2870	3870	4968.5	5383	4554	0.846	-0.241	0.611016784160803	0.999999471897794	0.1894	0.1413	0.162	0.162	TRUE	1.1098
CNAG_03373	2493	1517	1700	1667	1443	2040	2493	1517	1700	1667	1443	2040	1810	1903	1717	0.902	-0.149	0.700823152882017	0.999999471897794	0.0466	0.1425	0.1077	0.1077	TRUE	0.8882
CNAG_03374	358	200	310	107	196	229	358	200	310	107	196	229	233.33	289	177	0.613	-0.706	0.114534960727175	0.95304921195491	0.1095	0.1555	0.1398	0.1398	TRUE	0.6728
CNAG_03375	17229	9928	9012	9575	6729	8983	17229	9928	9012	9575	6729	8983	10242.67	12056	8429	0.699	-0.516	0.203206188800897	0.999999471897794	0.0855	0.1409	0.1186	0.1186	TRUE	1.7222
CNAG_03376	6344	3654	2663	4532	1818	2547	6344	3654	2663	4532	1818	2547	3593	4220	2966	0.703	-0.509	0.280998946580537	0.999999471897794	0.2098	0.1416	0.1604	0.1604	TRUE	0.6738
CNAG_03377	775	400	553	312	408	600	775	400	553	312	408	600	508	576	440	0.764	-0.389	0.367991807380317	0.999999471897794	0.1061	0.1475	0.1323	0.1323	TRUE	0.2675
CNAG_03378	3306	1412	1814	1362	2494	3719	3306	1412	1814	1362	2494	3719	2351.17	2177	2525	1.16	0.214	0.655072988248796	0.999999471897794	0.209	0.1421	0.1645	0.1645	TRUE	0.2131
CNAG_03379	1434	1144	1200	988	1104	1367	1434	1144	1200	988	1104	1367	1206.17	1259	1153	0.916	-0.127	0.728655597702668	0.999999471897794	0.0201	0.1435	0.0962	0.0962	TRUE	0.3161
CNAG_03380	1829	793	886	1050	1011	1470	1829	793	886	1050	1011	1470	1173.17	1169	1177	1.007	0.009	0.982835848013671	0.999999471897794	0.1264	0.1436	0.1376	0.1376	TRUE	2.9212
CNAG_03381	977	599	512	760	410	598	977	599	512	760	410	598	642.67	696	589	0.847	-0.24	0.574927181443712	0.999999471897794	0.1018	0.146	0.1304	0.1304	TRUE	0.472
CNAG_03382	3446	2037	1667	4454	1684	2369	3446	2037	1667	4454	1684	2369	2609.5	2383	2836	1.19	0.251	0.592400297656614	0.999999471897794	0.1827	0.1419	0.1577	0.1577	TRUE	0.8691
CNAG_03383	1367	849	1030	1009	1195	1528	1367	849	1030	1009	1195	1528	1163	1082	1244	1.15	0.201	0.605619539388611	0.999999471897794	0.0458	0.1436	0.1087	0.1087	TRUE	0.498
CNAG_03384	47	22	38	116	121	165	47	22	38	116	121	165	84.83	36	134	3.757	1.91	5.63736920187924e-05	0.00657531080184708	0.059	0.1817	0.1443	0.1443	TRUE	0.8093
CNAG_03385	4104	2487	2391	3406	2794	4151	4104	2487	2391	3406	2794	4151	3222.17	2994	3450	1.152	0.205	0.606915506979165	0.999999471897794	0.0592	0.1417	0.1137	0.1137	TRUE	0.7002
CNAG_03386	3112	2033	2598	2449	2548	3623	3112	2033	2598	2449	2548	3623	2727.17	2581	2873	1.113	0.155	0.686781140645534	0.999999471897794	0.0415	0.1419	0.1058	0.1058	TRUE	0.3524
CNAG_03387	778	392	659	759	896	1218	778	392	659	759	896	1218	783.67	610	958	1.571	0.652	0.118045700905925	0.957864950390966	0.0808	0.145	0.1239	0.1239	TRUE	0.7622
CNAG_03388	3720	2201	2281	2166	2960	4402	3720	2201	2281	2166	2960	4402	2955	2734	3176	1.162	0.216	0.60955113518527	0.999999471897794	0.0987	0.1418	0.1288	0.1288	TRUE	0.3795
CNAG_03389	4775	3412	5030	2455	4036	5857	4775	3412	5030	2455	4036	5857	4260.83	4406	4116	0.934	-0.098	0.817607028803351	0.999999471897794	0.1099	0.1414	0.1302	0.1302	TRUE	0.2389
CNAG_03390	1768	1170	1351	770	1619	2634	1768	1170	1351	770	1619	2634	1552	1430	1674	1.171	0.228	0.628409822379619	0.999999471897794	0.1912	0.1428	0.1592	0.1592	TRUE	0.2018
CNAG_03391	2228	1522	1426	1065	1319	1678	2228	1522	1426	1065	1319	1678	1539.67	1725	1354	0.785	-0.35	0.372684699643834	0.999999471897794	0.0571	0.1429	0.1102	0.1102	TRUE	0.5741
CNAG_03392	1067	846	795	991	1083	1604	1067	846	795	991	1083	1604	1064.33	903	1226	1.358	0.442	0.253853742758508	0.999999471897794	0.0477	0.1439	0.107	0.107	TRUE	0.8734
CNAG_03393	919	569	629	565	873	1064	919	569	629	565	873	1064	769.83	706	834	1.182	0.241	0.55964571440082	0.999999471897794	0.0802	0.1451	0.1218	0.1218	TRUE	0.3109
CNAG_03394	759	457	488	249	447	676	759	457	488	249	447	676	512.67	568	457	0.805	-0.313	0.494316901302396	0.999999471897794	0.1516	0.1474	0.1488	0.1488	TRUE	0.2815
CNAG_03395	3197	2524	2945	2302	2711	3777	3197	2524	2945	2302	2711	3777	2909.33	2889	2930	1.014	0.02	0.956820995087374	0.999999471897794	0.0389	0.1418	0.1029	0.1029	TRUE	0.7768
CNAG_03396	5356	3223	2622	2466	1920	2431	5356	3223	2622	2466	1920	2431	3003	3734	2272	0.609	-0.716	0.0776362414466011	0.833896325816052	0.0826	0.1418	0.1184	0.1184	TRUE	0.8672
CNAG_03397	7361	3969	3601	3852	2742	3838	7361	3969	3601	3852	2742	3838	4227.17	4977	3477	0.699	-0.517	0.21431581717994	0.999999471897794	0.1031	0.1414	0.1248	0.1248	TRUE	2.1403
CNAG_03398	38	16	31	21	61	87	38	16	31	21	61	87	42.33	28	56	1.988	0.991	0.104330539000552	0.934107585995295	0.2851	0.223	0.242	0.242	TRUE	0.1932
CNAG_03399	8143	5735	5077	5458	6653	10380	8143	5735	5077	5458	6653	10380	6907.67	6318	7497	1.187	0.247	0.546791433278114	0.999999471897794	0.0857	0.1411	0.1207	0.1207	TRUE	0.9085
CNAG_03400	721	430	541	711	878	1221	721	430	541	711	878	1221	750.33	564	937	1.661	0.732	0.0715767475894133	0.813809575533414	0.0703	0.1452	0.1175	0.1175	TRUE	0.3428
CNAG_03401	2765	1674	1894	1004	1568	2484	2765	1674	1894	1004	1568	2484	1898.17	2111	1685	0.798	-0.325	0.459692648127451	0.999999471897794	0.1314	0.1424	0.1386	0.1386	TRUE	0.4674
CNAG_03402	2638	1284	1398	1391	1563	2114	2638	1284	1398	1391	1563	2114	1731.33	1773	1689	0.953	-0.07	0.868534784825948	0.999999471897794	0.0944	0.1426	0.1283	0.1283	TRUE	2.1979
CNAG_03403	1415	747	847	604	708	1097	1415	747	847	604	708	1097	903	1003	803	0.801	-0.321	0.453039399685459	0.999999471897794	0.1104	0.1445	0.1306	0.1306	TRUE	1.5434
CNAG_03404	1064	480	590	558	676	956	1064	480	590	558	676	956	720.67	711	730	1.026	0.037	0.932077009993013	0.999999471897794	0.1217	0.1454	0.1372	0.1372	TRUE	1.6848
CNAG_03405	4427	3052	2990	3655	4063	5741	4427	3052	2990	3655	4063	5741	3988	3490	4486	1.286	0.362	0.350986459500238	0.999999471897794	0.0571	0.1415	0.1086	0.1086	TRUE	0.7292
CNAG_03406	462	406	468	98	389	713	462	406	468	98	389	713	422.67	445	400	0.898	-0.155	0.782398236988001	0.999999471897794	0.3894	0.1488	0.2243	0.2243	TRUE	0.2374
CNAG_03407	73	35	56	107	102	136	73	35	56	107	102	136	84.83	55	115	2.104	1.073	0.0205970990352075	0.442347222137074	0.056	0.1817	0.1413	0.1413	TRUE	0.5489
CNAG_03408	36134	13276	8829	50284	7904	8665	36134	13276	8829	50284	7904	8665	20848.67	19413	22284	1.148	0.199	0.844756423723399	0.999999471897794	0.7444	0.1408	0.317	0.7444	TRUE	6.3789
CNAG_03409	3858	2671	2605	1568	1951	2965	3858	2671	2605	1568	1951	2965	2603	3045	2161	0.71	-0.494	0.22299957525921	0.999999471897794	0.082	0.1419	0.1182	0.1182	TRUE	1.1719
CNAG_03410	5858	3017	3245	4748	3845	5610	5858	3017	3245	4748	3845	5610	4387.17	4040	4734	1.172	0.229	0.577210018216649	0.999999471897794	0.0753	0.1414	0.1212	0.1212	TRUE	0.964
CNAG_03411	910	405	537	423	814	1142	910	405	537	423	814	1142	705.17	617	793	1.285	0.361	0.448028316793695	0.999999471897794	0.1943	0.1455	0.162	0.162	TRUE	0.1909
CNAG_03412	4245	2647	2425	3399	1623	2276	4245	2647	2425	3399	1623	2276	2769.17	3106	2433	0.783	-0.352	0.409855093935402	0.999999471897794	0.1109	0.1418	0.1314	0.1314	TRUE	0.5214
CNAG_03413	2453	1458	1389	1426	985	1154	2453	1458	1389	1426	985	1154	1477.5	1767	1188	0.673	-0.572	0.154169935816332	0.999999471897794	0.0733	0.143	0.1155	0.1155	TRUE	1.3952
CNAG_03414	581	439	641	257	477	675	581	439	641	257	477	675	511.67	554	470	0.848	-0.237	0.592161148314311	0.999999471897794	0.1247	0.1474	0.1395	0.1395	TRUE	0.2515
CNAG_03415	391	243	273	589	310	408	391	243	273	589	310	408	369	302	436	1.441	0.527	0.210717966765342	0.999999471897794	0.0821	0.15	0.125	0.125	TRUE	0.3238
CNAG_03416	2614	1650	1893	2255	1832	2512	2614	1650	1893	2255	1832	2512	2126	2052	2200	1.072	0.1	0.792666000002748	0.999999471897794	0.0403	0.1422	0.1039	0.1039	TRUE	0.6937
CNAG_03417	1190	470	537	684	582	810	1190	470	537	684	582	810	712.17	732	692	0.945	-0.082	0.855685366986664	0.999999471897794	0.1346	0.1455	0.1441	0.1441	TRUE	3.5031
CNAG_03418	16368	10700	9311	11100	9417	14537	16368	10700	9311	11100	9417	14537	11905.5	12126	11685	0.964	-0.054	0.892983420322195	0.999999471897794	0.059	0.1409	0.114	0.114	TRUE	1.1255
CNAG_03419	2126	1293	1450	1160	903	1457	2126	1293	1450	1160	903	1457	1398.17	1623	1173	0.723	-0.468	0.239147247310718	0.999999471897794	0.064	0.1431	0.1132	0.1132	TRUE	0.5233
CNAG_03420	4173	2150	1806	2824	1555	2201	4173	2150	1806	2824	1555	2201	2451.5	2710	2193	0.809	-0.305	0.492218062083688	0.999999471897794	0.1486	0.142	0.1417	0.1417	TRUE	0.8304
CNAG_03421	291	144	223	294	236	303	291	144	223	294	236	303	248.5	219	278	1.266	0.34	0.416725357335749	0.999999471897794	0.0636	0.1546	0.1224	0.1224	TRUE	0.2886
CNAG_03422	2391	1375	1347	1037	1642	2292	2391	1375	1347	1037	1642	2292	1680.67	1704	1657	0.972	-0.041	0.926031046427089	0.999999471897794	0.1278	0.1427	0.1375	0.1375	TRUE	0.2303
CNAG_03423	2514	1012	1148	886	1567	2354	2514	1012	1148	886	1567	2354	1580.17	1558	1602	1.028	0.04	0.934069622411792	0.999999471897794	0.2306	0.1428	0.1719	0.1719	TRUE	0.3726
CNAG_03424	1479	343	824	550	635	1198	1479	343	824	550	635	1198	838.17	882	794	0.901	-0.151	0.774375959882719	0.999999471897794	0.3126	0.1448	0.1989	0.1989	TRUE	0.2558
