Id	WT30_a	WT30_b	WT30_c	Fluco_a	Fluco_b	Fluco_c	norm.WT30_a	norm.WT30_b	norm.WT30_c	norm.Fluco_a	norm.Fluco_b	norm.Fluco_c	baseMean	WT	Fluco	FoldChange	log2FoldChange	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks
CNAG_00118	981	440	598	744	501	1093	575	442	561	873	920	895	711.06	526	896	1.702	0.767	4.97474824558767e-06	0.000774726037757982	0.0085	0.035	0.0188	0.0188	TRUE	0.2244
CNAG_00456	7264	3809	3016	6202	4417	7201	4254	3825	2830	7278	8114	5899	5366.84	3636	7097	1.951	0.964	5.47971651210884e-06	0.00081114966983959	0.0323	0.0291	0.0322	0.0322	TRUE	0.3717
CNAG_06443	71582	41609	42009	54797	32744	68503	41922	41788	39419	64306	60154	56114	50617.26	41043	60191	1.467	0.552	5.58975496835426e-06	0.00081114966983959	0.0029	0.0283	0.0106	0.0106	TRUE	0.0438
CNAG_07316	3657	2390	1755	3764	2672	3913	2142	2400	1647	4417	4909	3205	3120.01	2063	4177	2.024	1.017	5.9746692215422e-06	0.000847739177323265	0.0387	0.0298	0.036	0.036	TRUE	0.4031
CNAG_00876	471	277	287	1428	774	407	276	278	269	1676	1422	333	709.08	274	1144	4.164	2.058	6.79134853228531e-06	0.000928932452336492	0.2949	0.035	0.1486	0.1486	TRUE	0.725
CNAG_07334	2773	1353	2032	3707	2069	2988	1624	1359	1907	4350	3801	2448	2581.4	1630	3533	2.167	1.116	6.83787396394912e-06	0.000928932452336492	0.0519	0.0301	0.0439	0.0439	TRUE	0.3854
CNAG_06060	4925	2652	3089	4158	2484	4751	2884	2663	2899	4880	4563	3892	3630.16	2815	4445	1.578	0.658	7.40628426970242e-06	0.000985190105459374	0.0071	0.0295	0.0153	0.0153	TRUE	0.1458
CNAG_02440	7541	4917	4785	5737	3525	8467	4416	4938	4490	6733	6476	6936	5664.77	4615	6715	1.455	0.541	8.22666562088717e-06	0.00107198489774213	0.0022	0.0291	0.0104	0.0104	TRUE	0.0457
CNAG_01736	1204	929	1207	1602	1322	1906	705	933	1133	1880	2429	1561	1440.11	924	1957	2.118	1.083	9.0613757523645e-06	0.00115713768357695	0.0508	0.0315	0.0421	0.0421	TRUE	0.217
CNAG_00993	1659	965	1165	1352	979	1788	972	969	1093	1587	1799	1465	1313.95	1011	1617	1.597	0.675	9.45679336200295e-06	0.0011839534434586	0.0067	0.0319	0.0159	0.0159	TRUE	0.1137
CNAG_05533	1533	899	960	1138	846	1583	898	903	901	1335	1554	1297	1147.98	901	1395	1.547	0.63	1.00294027124319e-05	0.00123149492920918	0.0036	0.0324	0.0137	0.0137	TRUE	0.1148
CNAG_05352	3733	2072	2143	2632	1614	3607	2186	2081	2011	3089	2965	2955	2547.75	2093	3003	1.435	0.521	1.0461523989908e-05	0.00126031755991628	9e-04	0.0301	0.0096	0.0096	TRUE	0.0188
CNAG_04782	3076	1800	1886	2336	1621	2986	1801	1808	1770	2741	2978	2446	2257.37	1793	2722	1.517	0.601	1.25439535883096e-05	0.00147047973522092	0.0042	0.0303	0.0132	0.0132	TRUE	0.0964
CNAG_06448	311	246	178	346	316	429	182	247	167	406	581	351	322.37	199	446	2.238	1.162	1.27865763436469e-05	0.00147047973522092	0.0534	0.0431	0.0476	0.0476	TRUE	0.5639
CNAG_05903	2182	1311	1418	1802	1397	2259	1278	1317	1331	2115	2566	1850	1742.78	1309	2177	1.662	0.733	1.48292002361737e-05	0.0016611305878591	0.0131	0.031	0.02	0.02	TRUE	0.252
CNAG_03668	1996	1292	1416	1494	1119	2563	1169	1298	1329	1753	2056	2099	1617.28	1265	1969	1.557	0.639	1.66384618293197e-05	0.00183166515138287	0.0065	0.0312	0.0152	0.0152	TRUE	0.1119
CNAG_01087	5424	2967	2860	4930	3291	4949	3177	2980	2684	5786	6046	4054	4120.9	2947	5295	1.796	0.845	1.70226798787594e-05	0.0018422001868793	0.0241	0.0294	0.0275	0.0275	TRUE	0.515
CNAG_06694	689	435	446	705	591	752	404	437	419	827	1086	616	631.33	420	843	2.004	1.003	1.74420678151245e-05	0.0018561267166595	0.0371	0.0358	0.0375	0.0375	TRUE	0.1345
CNAG_06658	1977	1253	1320	1462	1028	2131	1158	1258	1239	1716	1889	1746	1500.78	1218	1784	1.463	0.549	1.95548200432375e-05	0.00201383106413019	0.0015	0.0314	0.0112	0.0112	TRUE	0.031
CNAG_05592	18717	14171	12445	17477	10586	22430	10962	14232	11678	20510	19448	18373	15867.04	12291	19444	1.582	0.662	2.01312042277555e-05	0.00204028157133681	0.0112	0.0285	0.0173	0.0173	TRUE	0.2334
CNAG_01862	73	30	45	83	54	105	43	30	42	97	99	86	66.29	38	94	2.429	1.281	2.41145232692073e-05	0.00237181005988811	0	0.1007	0.0489	0.0489	TRUE	0.2436
CNAG_02217	645	434	507	673	349	884	378	436	476	790	641	724	574.07	430	718	1.676	0.745	2.41452864358225e-05	0.00237181005988811	0.0102	0.0366	0.0206	0.0206	TRUE	0.1371
CNAG_05258	6581	3164	3270	11950	5752	5154	3854	3178	3068	14024	10567	4222	6485.47	3367	9604	2.852	1.512	3.19548548496378e-05	0.00300046688551378	0.1741	0.029	0.0951	0.0951	TRUE	0.2034
CNAG_01272	5000	2559	2232	3938	2082	5188	2928	2570	2094	4621	3825	4250	3381.44	2531	4232	1.672	0.742	3.33122484839792e-05	0.00307971505401315	0.0176	0.0296	0.0227	0.0227	TRUE	0.2762
CNAG_06065	6259	4025	3162	5615	3717	6212	3666	4042	2967	6589	6828	5089	4863.57	3558	6169	1.733	0.793	3.6125214254029e-05	0.00324872525368979	0.0231	0.0292	0.0264	0.0264	TRUE	0.2874
CNAG_01539	18770	12506	12867	21461	10530	20379	10993	12560	12074	25185	19345	16693	16141.59	11876	20408	1.719	0.781	3.94733540315801e-05	0.00350051896516165	0.0248	0.0285	0.026	0.026	TRUE	0.3737
